guid,title,ASIN,Cart Price,Complete Price,Genre,UPC,Publisher,Release Date
16141,Robodemons,B000Q812GW,23.99,31,Action & Adventure,96962810122,Color Dreams,1/1/90
12393,Robo Warrior,B00004SVTY,1.99,4.99,Action & Adventure,32264900031,Jaleco,12/1/88
12396,Rocket Ranger,B00004SVU1,1.99,4.99,Action & Adventure,44499000097,SEIKA VIDEO GAMES,1/1/90
9678,Rockin' Kats,B00004SVU3,29.99,38,Action & Adventure,7.30865E+11,Atlus,8/1/91
12395,Rock 'n Ball,B000GBP2L0,1.99,4.99,Action & Adventure,97933100013,VAP,1/1/90
16171,Rodland PAL,,207.99,249,Action & Adventure,,,
9681,Roger Clemens' MVP Baseball,B00004SVYS,1.99,4.99,Baseball,23582051840,LJN,3/1/91
12398,Rollerball,B000YHC7OQ,1.99,4.99,Action & Adventure,40458031065,Hal America,2/1/90
9682,Rollerblade Racer,B00004SVU5,4.99,8,Sports,87855000553,Hi-Tech Expr.,8/1/93
12397,Roller Games,B00004SVY0,1.99,5,Sports,83717120117,Konami,9/1/90
12399,Rolling Thunder,B00004SVU6,1.99,4.99,Action & Adventure,31763012122,Midway Entertainment,1/1/89
12400,Romance of the Three Kingdoms,B00004SVY1,4.99,8,Strategy,40198000086,Koei,1/1/89
12401,Romance of the Three Kingdoms II,B00004SVU7,30.99,39,Strategy,40198000208,Koei,
9687,Roundball 2-on-2 Challenge,B00004SVU8,4.99,8,Basketball,50047106647,Mindscape,5/1/92
12402,Rush'n Attack,B00004SVU9,2.99,5,Action & Adventure,83717110026,Konami,4/1/87
12403,Rygar,B000EA40UC,2.99,5,Action & Adventure,18946110011,Nintendo,7/1/87
9697,SCAT Special Cybernetic Attack Team,B000PGJ49C,58.99,72,Action & Adventure,7.19593E+11,,3/1/91
12404,Secret Scout,,189.99,228,Action & Adventure,,,
12405,Section Z,B00004SVUB,1.99,4.99,Action & Adventure,13388110056,Capcom,1/1/88
12406,Seicross,B00004SVUC,1.99,4.99,Action & Adventure,22909100063,FCI,1/1/88
13827,Sesame Street 123,B000GBMDRG,1.99,4.99,Other,87855000027,Rockstar Games,9/1/89
9720,Sesame Street 123 and ABC,B00004SVUE,2.99,6,Other,87855000058,Hi-Tech Expr.,11/1/91
12408,Sesame Street ABC,B000R4LUUI,1.99,4.99,Other,87855000010,Hi-Tech Expr.,9/1/89
12409,Sesame Street Big Bird's Hide and Speak,B00004SVNH,1.99,4.99,Other,87855000034,,1/1/90
9721,Sesame Street Countdown,B00004SVUD,4.99,7,Other,87855000041,Hi-Tech Expr.,8/1/94
12411,Shadowgate,B00004SVUF,4.99,8,Action & Adventure,44499000059,SEIKA VIDEO GAMES,12/1/89
12410,Shadow of the Ninja,B000GAD40M,13.99,19,Action & Adventure,91199021488,"Natsume, Inc.",1/1/91
9729,Shatterhand,B00004SVYC,14.99,19,Action & Adventure,32264900239,Jaleco,5/1/91
12412,Shingen the Ruler,B000CJ5Z1S,4.99,8,Action & Adventure,93455100043,,
12413,Shinobi,B00004SVUG,8.99,13,Action & Adventure,31763102120,Midway Entertainment,1/1/89
12414,Shockwave,B000KKMF6M,11.99,16,Action & Adventure,7.23175E+11,,
12415,Shooting Range,B001MFLOYS,3.99,7,Other,45557073008,,6/1/89
12416,Short Order/Eggsplode,B000AXQCFO,5.99,9,Action & Adventure,45496630546,Nintendo,12/1/89
12417,Side Pocket,B000QY55DW,1.99,4.99,Sports,13252002098,Data East,6/1/92
12418,Silent Assault,B000SQM9J6,17.99,23,Action & Adventure,96962810108,Color Dreams,1/1/90
12419,Silent Service,B000B6G2NW,1.99,4.99,Action & Adventure,4.7311E+11,Microprose,12/1/89
12420,Silk Worm,,6.99,10,Action & Adventure,,,
12421,Silver Surfer,B00004SVUH,8.99,13,Action & Adventure,52145800038,Virgin,11/1/90
9749,SimCity,,26.99,34,Other,45496630638,,8/1/89
12422,Skate or Die,B00004SVUM,1.99,4.99,Extreme Sports,83717120025,Konami,1/1/88
12423,Skate or Die 2,B0009VV53Q,1.99,4.99,Extreme Sports,17800165020,Nintendo,1/1/90
12424,Ski or Die,B00004SVUN,4.99,8,Extreme Sports,83717120124,Konami,
12425,Skull and Crossbones,B00004SVUO,1.99,4.99,Action & Adventure,31763050124,Tengen,
12426,Sky Kid,B000SIHG6A,3.99,6,Action & Adventure,20763110020,Sunsoft,9/1/87
12427,Sky Shark,B00004SVUP,1.99,4.99,Action & Adventure,20588010079,Taito,9/1/89
12428,Slalom,B000FIUSD6,1.99,5,Sports,11179049424,Nintendo,8/1/87
9764,Smash TV,B000EAASDA,4.99,7,Action & Adventure,21481106067,Acclaim,9/1/91
12429,Snake Rattle n Roll,B000HGMSXY,2.99,5,Action & Adventure,45496630591,Nintendo,1/1/90
9765,Snake's Revenge,B00004SVY2,5.99,9,Action & Adventure,83717120100,Konami,4/1/90
12430,Snoopy Silly Sports,B000IVLSP2,4.99,8,Sports,44499000073,Kemco,1/1/89
9768,Snow Brothers,B00004SVUQ,135.99,164,Puzzle,13388110285,Capcom,12/1/91
12007,Soccer,,2.99,5,Soccer,,,3/1/87
12431,Solar Jetman,B00004SVUR,1.99,4.99,Action & Adventure,31719199037,Midway Entertainment,9/1/90
12432,Solitaire,B001QI0DXY,18.99,24,Other,7.21619E+11,,
12008,Solomon's Key,B000IVPB32,8.99,13,Action & Adventure,18946110035,Tecmo,7/1/87
9776,Solstice,B00004SVUS,1.99,4.99,Puzzle,90451104013,CSG Imagesoft,12/1/89
12433,Space Invaders,,32.99,41,Arcade,,,
9803,Space Shuttle,B00004SVUT,4.99,8,Other,99451112561,,11/1/91
12434,Spelunker,B000CQY21K,4.99,8,Action & Adventure,,Broderbund,
10594,Spiderman Return of the Sinister Six,B00004SVUU,3.99,7,Action & Adventure,23582051888,LJN,11/1/92
12436,Spiritual Warfare,B000FAKUXM,10.99,15,Action & Adventure,,,1/1/92
9830,Spot,B00004SVUV,2.99,6,Strategy,52145800007,Virgin,9/1/90
12437,Spy Hunter,B000EAC88S,1.99,4.99,Action & Adventure,1.98627E+11,Sunsoft,2/1/92
9832,Spy vs. Spy,B00004SVUW,2.99,6,Action & Adventure,44499000011,,10/1/88
12438,Sqoon,B002E05COS,20.99,27,Action & Adventure,47956700400,,
16127,Stack Up,B000U7Q2SC,41.99,52,Other,45496630164,Nintendo,
9839,Stanley The Search for Dr Livingston,B00004SVUX,7.99,12,Action & Adventure,99451613624,Electro Brain Corp.,10/1/92
12439,Star Force,B00004SVUY,2.99,5,Action & Adventure,18946110042,Tecmo,1/1/87
12441,Starship Hector,B000SQM7AW,5.99,9,Action & Adventure,39854000041,Hudson Soft,
12009,Star Soldier,B000FJD0ZS,1.99,4.99,Other,40886782799,Taxan,1/1/89
9842,Star Trek 25th Anniversary,B000K0387C,5.99,9,Action & Adventure,83717120179,Ultra,2/1/92
9847,Star Trek The Next Generation,B00004SVUZ,13.99,18,Action & Adventure,18706206930,Absolute Entertainment,9/1/93
9848,Star Tropics,B00004SVYI,2.99,6,Strategy,45496630508,Nintendo,12/1/90
10238,Star Tropics II: Zoda's Revenge,B00004SVX9,4.99,8,RPG,45496630676,Nintendo,12/1/94
12440,Star Voyager,B00004SVV0,2.99,5,Action & Adventure,21481101017,LJN,1/1/89
9849,Star Wars,B00004SVV1,14.99,20,Action & Adventure,9119910125,JVC,11/1/91
9857,Star Wars The Empire Strikes Back,B000TB6PEK,14.99,20,Action & Adventure,9119910149,JVC,12/1/91
18720,Stealth,B000EA8UJY,1.99,5,Other,3.00021E+11,,
12443,Stinger,B000EAC8HO,3.99,7,Action & Adventure,6.05043E+11,Konami,9/1/87
12444,Street Cop,B000SLO4MQ,12.99,18,Action & Adventure,45557077105,Bandai,1/1/87
12445,Street Fighter 2010 the Final Fight,B00004SVV2,3.99,7,Fighting,13388110124,Capcom,9/1/90
12446,Strider,B00004SVV3,2.99,5,Action & Adventure,13388110131,Capcom,1/1/89
12447,Stunt Kids,B001GSUO24,27.99,35,Action & Adventure,69667074045,,
19476,Sunday Funday,,92.99,113,Action & Adventure,,,
9883,Super C,B00004SVV4,13.99,18,Other,83717110187,Konami,3/1/90
12448,Super Cars,B000EUNA9E,10.99,15,Racing,4.75E+11,Gremlin Interactive,
12449,Super Dodge Ball,B0006BE2UW,12.99,17,Sports,90451102019,Nintendo,6/1/89
12450,Super Glove Ball,B00004SVV5,2.99,5,Sports,74299045226,Data East,10/1/90
12458,Superman,,3.99,7,Action & Adventure,,,
9889,Super Mario Bros,B00004SVV7,5.99,9,Action & Adventure,45496630140,Nintendo,10/1/85
12010,Super Mario Bros 2,B00004SVV8,13.99,19,Action & Adventure,,Nintendo,10/1/88
9890,Super Mario Bros 2 The Lost Levels,,12.99,17,Action & Adventure,45496630386,Nintendo,
9891,Super Mario Bros 3,B00004SVV9,9.99,14,Action & Adventure,45496630584,Nintendo,2/1/90
12451,Super Mario Bros and Duck Hunt,B000TUZCQI,1.99,5,Action & Adventure,24634562468,Nintendo,1/1/85
12452,Super Mario Bros Duck Hunt World Class Track Meet,B000EYKS22,1.99,4.99,Action & Adventure,7.67014E+11,Nintendo,
12453,Super Off-Road,B00002SV8N,4.99,8,Racing,,Midway Entertainment,2/1/92
12454,Super Pitfall,B000FIFG2Y,2.99,6,Action & Adventure,,,7/1/95
9898,Super Spike Volleyball,B00004SVYJ,1.99,4.99,Sports,45496630560,Nintendo,6/1/90
12455,Super Spike Volleyball and World Cup Soccer,B000VIB9RO,2.99,6,Sports,,,
12456,Super Sprint,B000JRMAZC,1.99,4.99,Racing,31763051121,Tengen,1/1/89
9899,Super Spy Hunter,B00004SVVC,12.99,17,Racing,20763110112,Sunsoft,2/1/92
12457,Super Team Games,B000DZ9NGY,1.99,4.99,Sports,45496630454,Nintendo,11/1/88
9913,Swamp Thing,B00004SVVD,32.99,41,Action & Adventure,7.19575E+11,THQ,12/1/92
19306,Sword Master,B004PRRJRQ,51.99,64,Action & Adventure,5.21482E+11,,
12459,Swords and Serpents,B00004SVVE,2.99,6,Action & Adventure,21481103059,LJN,1/1/90
12462,Taboo the Sixth Sense,B00004SVVK,2.99,6,Action & Adventure,31719198856,Midway Entertainment,1/1/89
30846,Tagin' Dragon,B000SQNNAU,48.99,61,Action & Adventure,16315730037,,
12463,Tag Team Wrestling,B00004SVY4,2.99,5,Wrestling,13252002050,Data East,10/1/86
12162,TaleSpin,B00004SVVL,3.99,7,Action & Adventure,13388110261,Capcom,12/1/91
12465,Talking Super Jeopardy,B00004SVV6,1.99,4.99,Other,43948520049,,9/1/91
12466,Target Renegade,B000EAASO4,1.99,4.99,Action & Adventure,4.7311E+11,Taito,3/1/90
12467,Tecmo Baseball,B00004SVVM,1.99,4.99,Baseball,18946110066,Tecmo,1/1/88
9929,Tecmo Bowl,B00004SVVN,4.99,8,Football,18946110059,Tecmo,2/1/89
9930,Tecmo Cup Soccer,B00004SVVO,38.99,48,Soccer,18946110141,Tecmo,
9931,Tecmo NBA Basketball,B00004SVSO,4.99,8,Basketball,18946110158,Tecmo,11/1/92
9934,Tecmo Super Bowl,B00004SVVP,15.99,21,Football,18946110127,Tecmo,12/1/91
9938,Tecmo World Wrestling,B00004SVVQ,1.99,4.99,Wrestling,18946110080,Tecmo,3/1/90
9941,Teenage Mutant Ninja Turtles,B00004SVVH,6.99,11,Action & Adventure,83717120032,Konami,2/1/89
9942,Teenage Mutant Ninja Turtles III The Manhattan Project,B00004SVVJ,16.99,23,Action & Adventure,83717110279,Konami,2/1/92
12468,Teenage Mutant Ninja Turtles II the Arcade Game,B000MFOOLY,9.99,14,Action & Adventure,8.02859E+11,Konami,12/1/90
9944,Teenage Mutant Ninja Turtles Tournament Fighters,B00004SVY3,79.99,97,Fighting,83717110354,Konami,12/1/93
12595,Tengen Tetris,B000O7C8XG,68.99,84,Puzzle,73917183043,Tengen,
12011,Tennis,B000VCD91Y,1.99,4.99,Sports,75470390289,,
9951,Terminator,B00004SVVR,11.99,16,Action & Adventure,50047106807,Mindscape,2/1/92
9953,Terminator 2 Judgement Day,B00004SVVS,2.99,5,Action & Adventure,23582051833,LJN,7/1/92
12469,Terra Cresta,B0010EI8T0,10.99,15,Action & Adventure,92091300367,"Vic Tokai, Inc.",
9964,Tetris,B00004SVVT,1.99,4.99,Puzzle,45496630539,Nintendo,9/1/89
9966,Tetris 2,B00004SVVU,2.99,5,Puzzle,45496630737,Nintendo,10/1/93
8471,The Adventures of Rocky and Bullwinkle and Friends,B00004SVU4,6.99,10,Action & Adventure,7.19575E+11,THQ,6/1/91
12471,The Goonies II,B00004SVQ6,2.99,5,Action & Adventure,83717110064,Konami,11/1/87
12472,The Guardian Legend,B000QYARP8,6.99,10,Action & Adventure,47956145409,Broderbund,4/1/89
9990,The Jungle Book,B00004SVXB,11.99,17,Action & Adventure,52145800137,Virgin,12/1/94
12474,The Karate Kid,B000GBMWX6,1.99,4.99,Action & Adventure,91199005150,,1/1/87
12475,The Last Ninja,B00004SVRI,9.99,14,Action & Adventure,32264900154,Jaleco,1/1/90
12477,The Mafat Conspiracy,B00004SVRV,1.99,4.99,Action & Adventure,34912784642,"Vic Tokai, Inc.",
12478,The Magic of Scheherazade,B00004SVRX,3.99,7,Action & Adventure,47743890048,Culture Brain,
9997,The Punisher,B00004SVTF,6.99,10,Action & Adventure,13388160051,LJN,8/1/91
9677,The Rocketeer,B00004SVU2,1.99,4.99,Action & Adventure,45557073305,Bandai,5/1/91
9751,The Simpsons Bart Meets Radioactive Man,B00004SVUL,6.99,11,Action & Adventure,21481107040,LJN,6/1/92
12479,The Simpsons Bart vs the Space Mutants,B00004SVUJ,2.99,6,Action & Adventure,21481105039,LJN,2/1/91
12197,The Simpsons Bart vs the World,B00004SVUK,3.99,6,Action & Adventure,21481105053,LJN,12/1/91
12480,The Three Stooges,B0009WUU40,3.99,7,Action & Adventure,47875700093,ACTIVISION,10/1/89
12482,The Uncanny X-Men,B000HXYRWW,4.99,8,Action & Adventure,23582051611,Marvel,1/1/88
10008,Thomas the Tank Engine,B00004SVVV,27.99,35,Action & Adventure,7.19575E+11,THQ,
12484,Thunder and Lightning,B00004SVVW,6.99,11,Action & Adventure,95474160107,Romstar,
12485,Thunderbirds,,5.99,9,Action & Adventure,,,
12486,Thundercade,B000Q7UAP2,2.99,5,Action & Adventure,39471885038,Sammy,1/1/89
12487,Tiger-Heli,B00004SVXD,1.99,5,Other,21481102038,LJN,9/1/87
12488,Tiles of Fate,B001NDQAYI,13.99,18,Puzzle,21619110041,,
12489,Time Lord,B00004SVVX,2.99,5,Action & Adventure,32244040931,Parker Brothers,9/1/90
10020,Times of Lore,B00004SVVY,16.99,22,RPG,91521100041,IREM,5/1/91
10021,Tiny Toon Adventures,B00004SVVZ,5.99,9,Action & Adventure,83717110255,Konami,12/1/91
10022,Tiny Toon Adventures 2 Trouble in Wackyland,B00004SVW1,5.99,10,Action & Adventure,83717110330,Konami,4/1/93
10024,Tiny Toon Adventures Cartoon Workshop,B00004SVW0,2.99,6,Action & Adventure,83717110309,Konami,12/1/92
12491,Toki,B00004SVW2,15.99,20,Action & Adventure,20588010406,Taito,
10035,Tom and Jerry,B00004SVW3,2.99,6,Action & Adventure,87855000331,Hi-Tech Expr.,12/1/91
12492,Tombs and Treasure,B0018LJC7C,5.99,9,Action & Adventure,47875700123,,
12493,Toobin',B000EURIXS,9.99,13,Action & Adventure,4.75E+11,Eidos Interactive,
12494,Top Gun,B00004SVW4,1.99,4.99,Action & Adventure,83717110088,Konami,11/1/87
10052,Top Gun The Second Mission,B0006TNDA4,1.99,4.99,Other,83717110163,,1/1/90
13883,Top Loading Nintendo NES Console,B000L8L1E0,97.99,119,Systems,45496610043,Nintendo,
12495,Top Players Tennis,B00004SVW5,1.99,4.99,Sports,96066890013,"VLM Entertainment, Inc.",1/1/90
12496,Totally Rad,B00004SVW6,3.99,7,Racing,32264900185,Jaleco,
10053,Total Recall,B000GBNWAI,1.99,4.99,Action & Adventure,21481106043,Acclaim,1/1/90
12490,To the Earth,B000IYYHN4,1.99,4.99,Action & Adventure,,Nintendo,11/1/89
12497,Touchdown Fever,B00004SVW7,7.99,12,Football,18484245008,SNK,2/1/91
12483,Town & Country II: Thrilla's Surfari,B00004SVVG,9.99,14,Action & Adventure,23582051857,,3/1/92
12461,Town & Country Surf Designs: Wood and Water Rage,B00004SVVF,1.99,4.99,Sports,23582051529,LJN,1/1/87
10056,Toxic Crusaders,B00004SVW8,14.99,20,Action & Adventure,,Bandai,1/1/92
12498,Track and Field,B0009PJG38,2.99,5,Sports,83717110033,Konami,1/1/88
12499,Track and Field II,B0006TND9K,1.99,4.99,Sports,83717110125,Konami,2/1/89
10064,Treasure Master,B00004SVW9,3.99,7,Action & Adventure,7.29627E+11,Electro Brain Corp.,4/1/91
10068,Trog,B00004SVWA,5.99,9,Action & Adventure,21481104025,LJN,5/1/91
12500,Trojan,B000H57D6W,1.99,4.99,Action & Adventure,9119900737,Capcom,1/1/87
10069,Trolls in Crazyland,,157.99,190,Action & Adventure,7.29627E+11,,6/1/94
12501,Trolls on Treasure Island,B001J0RIKK,14.99,20,Action & Adventure,,,
12502,Twin Cobra,B00004SVY5,3.99,7,Action & Adventure,39471885045,American Sammy,
12503,Twin Eagle,B000DZTRKG,2.99,6,Action & Adventure,95474100103,Romstar,1/1/89
10079,Uforia The Saga,,128.99,155,Action & Adventure,,,9/1/91
16293,Ufouria,,94.99,115,Action & Adventure,,,
12504,Ultima Exodus,B00004SVWB,4.99,8,RPG,22909100049,FCI,2/1/89
12505,Ultima Quest of the Avatar,B000I9OQLW,7.99,11,RPG,22909100117,FCI,
10081,Ultimate Air Combat,B00004SVY6,11.99,16,Action & Adventure,47875100169,"VLM Entertainment, Inc.",11/1/92
12506,Ultimate Basketball,B00004SVWC,1.99,4.99,Basketball,39471885083,American Sammy,
12507,Ultimate League Soccer,B001QI44K2,10.99,15,Soccer,21619110089,,
12481,Ultimate Stuntman,B000B82SSI,6.99,10,Action & Adventure,69667074007,Camerica,
10080,Ultima Warriors of Destiny,B000GFPMJ8,31.99,40,RPG,22909100148,FCI,6/1/90
10090,Uncharted Waters,B00004SVWD,25.99,33,Strategy,40198000352,,11/1/91
10091,Uninvited,B0007WOJAS,21.99,28,Action & Adventure,44499000134,Kemco,6/1/91
10096,Untouchables,B00004SVWE,6.99,10,Action & Adventure,20295010089,,12/1/90
12012,Urban Champion,B000YNPV9I,3.99,7,Action & Adventure,45496630188,Nintendo,
12508,Vegas Dream,B00004SVY7,1.99,4.99,Other,40458233049,Hal America,3/1/90
12509,Venice Beach Volleyball,B000KKO4XY,7.99,12,Sports,21619110126,American Video Entertainment,1/1/91
12510,Vice Project Doom,B00004SVWF,10.99,15,Action & Adventure,39471905118,American Sammy,11/1/91
10105,Videomation,B00004SVXY,3.99,7,Other,7.19575E+11,THQ,1/1/90
12511,Vindicators,B00004SVWG,1.99,4.99,Action & Adventure,31763061120,Midway Entertainment,1/1/88
12013,Volleyball,B000G6O252,4.99,8,Sports,9.1199E+11,Nintendo,3/1/87
10132,Wacky Races,B00004SVWJ,79.99,97,Racing,7.30865E+11,Atlus,5/1/92
10133,Wall Street Kid,B00004SVWK,2.99,6,Strategy,93295902012,Sofel,1/1/90
12513,Wally Bear and the No Gang,B001MI8YFM,22.99,29,Action & Adventure,21619110164,,
10138,Wario's Woods,B00004SVXC,9.99,14,Puzzle,45496630751,Nintendo,12/1/94
12514,Wayne Gretzky Hockey,B00004SVWL,1.99,4.99,Sports,7.19575E+11,THQ,
10146,Wayne's World,B00004SVWM,84.99,103,Action & Adventure,7.19575E+11,THQ,11/1/93
12512,WCW World Championship Wrestling,B000V5YW7Q,3.99,6,Wrestling,22909100087,FCI,1/1/90
12515,Werewolf,B00004SVWN,2.99,6,Action & Adventure,13252002197,Data East,11/1/90
12517,Wheel of Fortune,B00004SVWO,1.99,4.99,Other,43948510002,GT Interactive,9/1/88
12516,Wheel of Fortune Family Edition,B00004SVWP,1.99,4.99,Other,43948510026,GT Interactive,3/1/90
10149,Wheel of Fortune Featuring Vanna White,B00004SVWQ,1.99,5,Other,43948510019,GT Interactive,1/1/92
12518,Wheel of Fortune Junior Edition,B000K5QW6Q,1.99,4.99,Other,,GameTek,10/1/89
10152,Where in Time is Carmen Sandiego,B00004SVWR,1.99,4.99,Action & Adventure,83717110231,Konami,6/1/92
12519,Where's Waldo,B00004SVWS,3.99,6,Other,7.19575E+11,THQ,9/1/91
12520,Who Framed Roger Rabbit,B000EUTM8W,1.99,5,Action & Adventure,23582051574,Buena Vista,9/1/89
12521,Whomp 'Em,B00004SVWT,7.99,11,Action & Adventure,32264900192,Jaleco,3/1/91
10154,Widget,B00004SVWU,15.99,21,Action & Adventure,7.30865E+11,Atlus,11/1/92
12522,Wild Gunman,B001NRFTDC,12.99,17,Other,,,10/1/85
12523,Willow,B00004SVWV,3.99,7,Action & Adventure,13388110148,Capcom,1/1/89
12524,Win Lose or Draw,B00004SVWW,1.99,4.99,Other,87855000300,Hi-Tech Expr.,
12525,Winter Games,B000QY9BO6,1.99,4.99,Sports,21481102021,EPYX,9/1/87
10166,Wizardry: Knight of Diamonds Second Scenario,B00004SVWX,12.99,18,RPG,,ASCII,
19592,Wizardry: Proving Grounds of the Mad Overlord,B000Y44YRW,4.99,8,RPG,93992010300,,
12528,Wizards and Warriors,B0007V0Y1C,1.99,5,RPG,21481102045,Nintendo,1/1/87
10167,Wizards and Warriors III Kuros Visions of Power,B00004SVWY,9.99,14,Action & Adventure,21481105046,LJN,6/1/91
10169,Wolverine,B000G8F0W4,7.99,12,Action & Adventure,23582051826,Nintendo,10/1/91
10172,World Champ,B00004SVWZ,15.99,21,Sports,95474150108,Romstar,4/1/91
12530,World Class Track Meet,B0009KN0M6,1.99,4.99,Sports,7.86309E+11,Nintendo,1/1/88
12532,World Games,B000ZMI9T2,1.99,4.99,Sports,32244048838,,1/1/89
12533,Wrath of the Black Manta,B00004SVX0,1.99,4.99,Action & Adventure,20588010178,Taito,4/1/90
12014,Wrecking Crew,B000HXYNTE,3.99,7,Action & Adventure,74299009082,Nintendo,10/1/85
10208,Wurm Journey to the Center of the Earth,B00004SVX3,6.99,10,Action & Adventure,96066900019,Asmik,11/1/91
10214,WWF King of the Ring,B00004SVWH,9.99,14,Wrestling,23582051901,LJN,11/1/93
10221,WWF Wrestlemania,B00004SVX1,1.99,4.99,Wrestling,21481105015,LJN,2/1/89
13833,WWF Wrestlemania Challenge,B00004SVX2,1.99,4.99,Wrestling,23582051819,LJN,1/1/90
10218,WWF Wrestlemania Steel Cage Challenge,B00004SVWI,1.99,4.99,Wrestling,23582051864,LJN,9/1/92
12534,Xenophobe,B00004SVX4,1.99,4.99,Action & Adventure,20763110037,Sunsoft,12/1/88
12015,Xevious,B000MWBUW8,1.99,4.99,Action & Adventure,45557873127,Bandai,
12535,Xexyz,B00004SVX5,4.99,8,Action & Adventure,39854000072,Hudson Soft,
12536,Yo Noid,B0014C227W,4.99,8,Action & Adventure,13388110247,Capcom,11/1/90
10228,Yoshi,B00004SVYT,3.99,7,Puzzle,45496630690,Nintendo,6/1/92
10229,Yoshi's Cookie,B00004SVYU,2.99,6,Puzzle,45496630713,Nintendo,9/1/93
10230,Young Indiana Jones Chronicles,B00004SVX6,15.99,21,Action & Adventure,32264900260,Jaleco,3/1/92
12016,Zanac,B00004SVX7,5.99,9,Action & Adventure,22909100025,FCI,11/28/86
13716,Zapper Light Gun,B000PKE5EM,8.99,13,Controllers,85239004883,Nintendo,
10234,Zelda II The Adventure of Link,B00004SVYE,14.99,20,RPG,45496630331,Nintendo,12/1/88
20786,Zelda Test Cartridge,,886.99,1058,Other,,,
10236,Zen Intergalactic Ninja,B00004SVX8,17.99,23,Action & Adventure,83717110347,Konami,3/1/93
10239,Zombie Nation,,160.99,194,Other,,,9/1/91
